id,level,word,meaning_en,meaning_tr,meaning_es,meaning_ar,full_entry,article,pos,plural,forms,examples,page
b1_2799,B1,"fand statt,",took place,gerçekleşti,tuvo lugar,حدث,"fand statt,",,word,,hat stattgefunden,,83
b1_2800,B1,"der Stau, -s","the traffic jam, -s","trafik sıkışıklığı, -s","el atasco, -s",ازدحام المرور، -s,"der Stau, -s 1.",der,noun,-s 1.,,Auf der A3 gibt es wegen eines Unfalls 5 km Stau. || Wir standen eine Stunde im Stau.,83
b1_2801,B1,der Staub,the dust,toz,el polvo,الغبار,der Staub,der,noun,,,Ich habe überall Staub gewischt.,83
b1_2802,B1,"staubsaugen, staubsaugt,","vacuum, vacuum","vakum, vakum","vacío, vacío",فراغ، فراغ,"staubsaugen, staubsaugt,",,word,,,Ich muss heute in meiner Wohnung,83
b1_2803,B1,"staubsaugte,",vacuumed,vakumlanmış,aspirado,بالمكنسة الكهربائية,"staubsaugte,",,word,,hat gestaubsaugt,noch staubsaugen.,83
b1_2804,B1,"stechen, sticht, stach,","stab, stab, stab","bıçaklamak, bıçaklamak, bıçaklamak","apuñalar, apuñalar, apuñalar",طعنة، طعنة، طعنة,"stechen, sticht, stach,",,word,,hat gestochen,Stefan wird beim Zelten immer von || den Mücken gestochen.,83
b1_2805,B1,"stecken, steckt, steckte,","stuck, stuck, stuck","sıkışmış, sıkışmış, sıkışmış","atascado, atascado, atascado",عالق، عالق، عالق,"stecken, steckt, steckte, 1.",,word,,hat gesteckt,Wo ist denn mein Pass? || Ich hatte ihn || doch in die Handtasche gesteckt. || Du kannst reingehen. || Der Schlüssel steckt. || Die Zeitung steckt im Briefkasten.,83
b1_2806,B1,"die Steckdose, -n","the socket, -n","soket, -n","el enchufe, -n",المقبس، -ن,"die Steckdose, -n",die,noun,-n,,Es gibt drei Steckdosen in diesem Zimmer.,83
b1_2807,B1,"der Stecker, -","the plug, -","fiş, -","el enchufe, -",المكونات، -,"der Stecker, -",der,noun,-,,Der Stecker passt nicht in diese Steckdose.,83
b1_2808,B1,"stehen, steht, stand,","stand, stand, stand","durmak, durmak, durmak","pararse, pararse, pararse",الوقوف، الوقوف، الوقوف,"stehen, steht, stand, 1.",,word,,hat/ist gestanden,"In meinem Beruf muss ich viel stehen. || Als wir kamen, stand das Essen schon auf dem Tisch. || Der Bus steht schon an der Haltestelle. || Was steht heute in der Zeitung? || Nach 20 Minuten stand das Spiel 1:1. || Die neue Bluse steht dir gut.",83
b1_2809,B1,stehen bleiben,remain standing,ayakta kalmak,permanecer de pie,تبقى واقفا,stehen bleiben 1.,,word,,,Bitte bleiben Sie stehen. || Meine Uhr ist stehen geblieben.,83
b1_2810,B1,"stehlen, stiehlt, stahl,","steal, steal, stole","çalmak, çalmak, çaldım","robar, robar, robar",سرقة، سرقة، سرق,"stehlen, stiehlt, stahl,",,word,,hat gestohlen,Gestern hat mir jemand im Zug meine || Uhr gestohlen.,83
b1_2811,B1,"steigen, steigt, stieg,","rise, rise, rose","yükselmek, yükselmek, yükselmek","subir, subir, rosa",ارتفع، ارتفع، ارتفع,"steigen, steigt, stieg, 1.",,word,,ist gestiegen,Die Preise für Milch und Gemüse sind || schon wieder gestiegen. || Gegen Abend ist das Fieber wieder gestiegen.,83
b1_2812,B1,steil,steep,dik,empinado,حاد,steil,,word,,,Die Straße zu unserem Haus ist sehr steil.,83
b1_2813,B1,"der Stein, -e","the stone, -e","taş, -e","la piedra, -e",الحجر، -ه,"der Stein, -e",der,noun,-e,,Die Kinder werfen Steine ins Wasser.,83
b1_2814,B1,"die Stelle, -n","the place, -n","yer, -n","el lugar, -n",المكان -ن,"die Stelle, -n 1.",die,noun,-n 1.,,Wir treffen uns hier an dieser Stelle. || Ich habe eine neue Stelle. || Diese Stelle in seinem Brief ist mir nicht ganz klar. || An Ihrer Stelle würde ich den Vertrag nicht unterschreiben.,83
b1_2815,B1,"stellen, stellt, stellte,","put, puts, put","koymak, koymak, koymak","poner, poner, poner",يضع، يضع، يضع,"stellen, stellt, stellte, 1.",,word,,hat gestellt,Stell das Bier in den Kühlschrank! || Ich hole noch Milch. || Stell dich bitte schon mal in die Schlange an der Kasse. || Wo kann ich mein Auto hinstellen? || Würden Sie das Radio bitte etwas leiser stellen. || Haben Sie einen Moment Zeit? || Wir möchten Ihnen ein paar Fragen stellen. || Ich habe den Wecker auf 5 Uhr gestellt.,83
b1_2816,B1,"der Stempel, -","the stamp, -","damga, -","el sello, -",الختم، -,"der Stempel, -",der,noun,-,,Der Poststempel trägt das Datum von letzter Woche. || Das Paket war lange un- terwegs.,83
b1_2817,B1,"sterben, stirbt, starb, ist","die, dies, died, is","ölür, ölür, öldü, oldu","morir, muere, murió, es",يموت، يموت، مات، هو,"sterben, stirbt, starb, ist",,word,,,Mein Kollege kommt heute nicht. || Sein,83
b1_2818,B1,gestorben,died,ölü,fallecido,مات,gestorben,,verb,,,Vater ist gestern gestorben.,83
b1_2819,B1,"der Stern, -e","the star, -e","yıldız, -e","la estrella, -e",النجم -ه,"der Stern, -e",der,noun,-e,,Heute sieht man viele Sterne am Himmel.,83
b1_2820,B1,"die Steuer, -n","the tax, -n","vergi, -n","el impuesto, -n",الضريبة، -ن,"die Steuer, -n",die,noun,-n,,Wir müssen immer mehr Steuern zahlen.,83
b1_2821,B1,"der Steward, -s","the steward, -s","kahya, -s","el mayordomo, -s",المضيف، -s,"der Steward, -s",der,noun,-s,,Die Stewardess bringt das Mittagessen.,83
b1_2822,B1,"die Stewardess, -en","the stewardess, -en","hostes, -tr","la azafata, -es",المضيفة، -en,"die Stewardess, -en",die,noun,-en,,,83
b1_2823,B1,"der Stift, -e","the pen, -e","kalem, -e","la pluma, -e",القلم، -ه,"der Stift, -e",der,noun,-e,,Kannst du mir bitte einen Stift geben?,83
b1_2824,B1,"der Stil, -e","the style, -e","stil, -e","el estilo, -e",النمط، -ه,"der Stil, -e 1.",der,noun,-e 1.,,Ihr Stil ist sehr elegant. || Das Gebäude gefällt mir. || Welcher Baustil ist das?,83
b1_2825,B1,stilistisch,stylistically,stilistik olarak,estilísticamente,من الناحية الأسلوبية,stilistisch,,adjective,,,Der Text ist stilistisch sehr schön.,83
b1_2826,B1,still,silent,sessiz,silencioso,صامت,still 1.,,word,,,Sei doch mal einen Moment still! || Maria kann nicht still sitzen.,83
b1_2827,B1,"der Stiefel, -","the boot, -","bagaj, -","la bota, -",التمهيد، -,"der Stiefel, -",der,noun,-,,Ich habe mir für den Winter ein Paar warme Stiefel gekauft.,83
b1_2828,B1,"→D, die Stiege, -n (A) CH:","→D, the stairs, -n (A) CH:","→D, merdivenler, -n (A) CH:","→D, las escaleras, -n (A) CH:",→D، الدرج، -n (A) CH:,"→D, die Stiege, -n (A) CH: 1.",,other,,,Wo ist die Toilette? || – Die Stiege hoch,83
b1_2829,B1,Treppe,Stairs,Merdiven,Escaleras,سلالم,Treppe,,noun,,,und dann links. || Meine Oma kann nicht gut Stiegen steigen.,83
b1_2830,B1,"das Stiegenhaus, ¨-er (A)","the staircase, ¨-er (A)","merdiven, ¨-er (A)","la escalera, ¨-er (A)",الدرج ¨-إيه (أ),"das Stiegenhaus, ¨-er (A)",das,noun,¨-er (A),,Im Stiegenhaus ist kein Licht.,83
b1_2831,B1,"→D, CH: Treppenhaus","→D, CH: Staircase","→D, CH: Merdiven","→D, CH: Escalera",→D، CH: الدرج,"→D, CH: Treppenhaus",,other,,,,83
b1_2832,B1,"die Stimme, -n","the voice, -n","ses, -n","la voz, -n",الصوت -ن,"die Stimme, -n",die,noun,-n,,Ich habe dich sofort an der Stimme erkannt.,84
b1_2833,B1,"stimmen, stimmt, stimmte,","true, true, true","doğru, doğru, doğru","cierto, cierto, cierto",صحيح، صحيح، صحيح,"stimmen, stimmt, stimmte, 1.",,word,,hat gestimmt,Meine Adresse stimmt nicht mehr. || Das Wetter in Deutschland könnte besser sein. || – Das stimmt.,84
b1_2834,B1,"die Stimmung, -en","the mood, -en","ruh hali, -tr","el estado de ánimo, -es",المزاج -en,"die Stimmung, -en",die,noun,-en,,Es war eine tolle Party. || Die Stimmung war sehr gut.,84
b1_2835,B1,"stinken, stinkt, stank,","stink, stink, stink","pis koku, pis koku, pis koku","apesta, apesta, apesta",نتن، نتن، نتن,"stinken, stinkt, stank,",,word,,hat gestunken,Was stinkt denn hier so? || – Das ist der || Fisch. || Er ist nicht mehr frisch.,84
b1_2836,B1,"der Stock →D, CH: Etage","the floor →D, CH: floor","kat →D, CH: kat","el suelo →D, CH: suelo",الكلمة →D، CH: الكلمة,"der Stock →D, CH: Etage",der,noun,,,"Das Büro ist im || Stock, Zimmer 305.",84
b1_2837,B1,"das Stockwerk, -e","the floor, -e","zemin, -e","el suelo, -e",الكلمة، -ه,"das Stockwerk, -e",das,noun,-e,,Das Gebäude hat zwanzig Stockwerke.,84
b1_2838,B1,"der Stoff, -e","the material, -e","malzeme, -e","el material, -e",المادة -ه,"der Stoff, -e 1.",der,noun,-e 1.,,Was für ein Stoff ist das? || – Wolle. || In manchen Farben sind giftige Stoffe.,84
b1_2839,B1,stolz,proud,gurur duymak,orgulloso,فخور,stolz,,word,,,Ich bin stolz auf dich. || Das hast du sehr gut gemacht.,84
b1_2840,B1,"stoppen, stoppt, stoppte,","stop, stop, stopped","dur, dur, durdu","parar, parar, parar",توقف، توقف، توقف,"stoppen, stoppt, stoppte,",,word,,hat gestoppt,"Die Polizei hat mich gestoppt, weil ich || bei Rot über die Ampel gefahren bin.",84
b1_2841,B1,"stören, stört, störte,","disturb, disturb, disturbed","rahatsız etmek, rahatsız etmek, rahatsız etmek","perturbar, perturbar, perturbar",إزعاج، إزعاج، إزعاج,"stören, stört, störte, 1.",,word,,hat gestört,Darf ich Sie einen Augenblick stören? || Du kannst das Radio anlassen. || Das stört mich nicht.,84
b1_2842,B1,"die Störung, -en","the disorder, -en","bozukluk, -tr","el desorden, -es",الاضطراب، -en,"die Störung, -en",die,noun,-en,,Entschuldigen Sie bitte die Störung.,84
b1_2843,B1,(sich) stoßen,to bump into (oneself).,(kendine) çarpmak.,toparse con (uno mismo).,ليصطدم بـ(نفسه).,"(sich) stoßen, stößt, stieß,",,verb,,"stößt, stieß,, hat gestoßen",Wie haben Sie sich denn verletzt? || – Ich || habe mich an der Autotür gestoßen.,84
b1_2844,B1,"die Strafe, -n","the punishment, -n","ceza, -n","el castigo, -n",العقوبة، -ن,"die Strafe, -n",die,noun,-n,,Schwarzfahren kostet 60 Euro Strafe.,84
b1_2845,B1,strafbar,punishable,cezalandırılabilir,castigable,يعاقب عليه,strafbar,,adjective,,,"Was du da machst, ist strafbar.",84
b1_2846,B1,"der Strafzettel, -","the traffic ticket, -","trafik cezası, -","la multa de tráfico, -",تذكرة المرور، -,"der Strafzettel, -",der,noun,-,,So ein Pech! || Ich habe einmal falsch geparkt und sofort einen Strafzettel bekommen.,84
b1_2847,B1,"der Strand, ¨-e","der Strand, ¨-e","plaj, ¨-e","la playa, ¨-e",الشاطئ، ¨-ه,"der Strand, ¨-e",der,noun,¨-e,,Im Urlaub bin ich am liebsten am Strand.,84
b1_2848,B1,"die Straße, -n","the street, -n","sokak, -n","la calle, -n",الشارع، -ن,"die Straße, -n 1.",die,noun,-n 1.,,Wir wohnen in einer sehr kleinen Straße. || Unser Haus ist eine Straße weiter.,84
b1_2849,B1,"die Straßenbahn, -en (D,","the tram, -en (D","tramvay, -en (D","el tranvía, -en (D",الترام، -en (د,"die Straßenbahn, -en (D,",die,noun,"-en (D,",,Fahren wir mit der Straßenbahn oder,84
b1_2850,B1,A) →CH: Tram,A) →CH: Tram,A) →CH: Tramvay,A) →CH: Tranvía,أ) →CH: الترام,A) →CH: Tram,,noun,,,der U-Bahn?,84
b1_2851,B1,"die Strecke, -n","the route, -n","rota, -n","la ruta, -n",الطريق، -ن,"die Strecke, -n 1.",die,noun,-n 1.,,"Sind Sie die ganze Strecke zu Fuß gegangen? || Auf der Strecke München – Salzburg: 8 km Stau. || Ich möchte nach Hamburg fahren. || Können Sie mir sagen, welche Strecke am besten ist?",84
b1_2852,B1,"das Streichholz, ¨-er →","the match, ¨-er →","maç, ¨-er →","el partido, ¨-er →",المباراة، ¨-إيه →,"das Streichholz, ¨-er →",das,noun,¨-er →,,Ich hätte gern eine Schachtel,84
b1_2853,B1,Zündholz; A: Zünder,Match; A: Detonator,Kibrit; A: Patlatıcı,Fósforo; R: detonador,مباراة؛ ج: المفجر,Zündholz; A: Zünder,,noun,,,Streichhölzer.,84
b1_2854,B1,"streiken, streikt, streikte,","strike, strike, strike","grev, grev, grev","huelga, huelga, huelga",إضراب، إضراب، إضراب,"streiken, streikt, streikte,",,word,,hat gestreikt,Die Arbeiter streiken für höhere || Löhne.,84
b1_2855,B1,"der Streik, -s","the strike, -s","grev, -s","la huelga, -s",الإضراب، -s,"der Streik, -s",der,noun,-s,,Es gab einen Streik am Flughafen. || Deshalb hatte unsere Maschine Verspätung.,84
b1_2856,B1,(sich) streiten,(argue,(tartışmak,(argumentar,(يجادل,"(sich) streiten, streitet,",,verb,,"streitet,",Die Kinder streiten sich oft.,84
b1_2857,B1,stritt,argued,savundu,argumentó,جادل,"stritt, hat gestritten",,verb,,hat gestritten,,84
b1_2858,B1,der Streit,the dispute,anlaşmazlık,la disputa,النزاع,der Streit,der,noun,,,Ich möchte keinen Streit mit den Nachbarn.,84
b1_2859,B1,streng,strictly,kesinlikle,estrictamente,بدقة,streng,,word,,,Unsere Tochter hat einen sehr strengen Lehrer.,84
b1_2860,B1,der Stress,the stress,stres,el estrés,الإجهاد,der Stress,der,noun,,,Ich habe bei der Arbeit viel Stress.,84
b1_2861,B1,der Strom,the stream,akış,la corriente,الدفق,der Strom,der,noun,,,Wie kann ich im Haushalt Strom sparen?,84
b1_2862,B1,"der Strumpf, ¨-e","the stocking, ¨-e","çorap, ¨-e","la media, ¨-e",الجورب، ¨-ه,"der Strumpf, ¨-e",der,noun,¨-e,,Wo sind meine roten Strümpfe?,84
b1_2863,B1,"das Stück/-stück, -e","the piece/piece, -e","parça/parça, -e","la pieza/pieza, -e",القطعة/القطعة، -e,"das Stück/-stück, -e 1.",das,noun,-e 1.,,Ich nehme zwei Stück Zucker in den Kaffee. || Möchten Sie noch ein Stück Kuchen? || Was kosten die Kulis? || – Ein Euro pro Stück. || Ich begleite dich ein Stück. || Er spielt in dem Stück die Hauptrolle.,84
b1_2864,B1,"die Studie, -n","the study, -n","çalışma, -n","el estudio, -n",الدراسة، -ن,"die Studie, -n 1.",die,noun,-n 1.,,"Wir führen eine Studie über Arbeits- losigkeit durch. || Eine aktuelle Studie zeigt, dass die Umweltverschmutzung zunimmt.",84
b1_2865,B1,"studieren, studiert,","study, studied","studieren, studiert,","estudiar, estudiado",دراسة، دراسة,"studieren, studiert, 1.",,word,,,Mein Sohn will Medizin studieren.,84
b1_2866,B1,"studierte, hat studiert","studied, has studied","okudu, okudu","estudiado, ha estudiado",درس، درس,"studierte, hat studiert 2.",,word,,,Ich studiere in Mainz.,84
b1_2867,B1,"der Student, -en","the student, -en","öğrenci, -tr","el estudiante, -es",الطالب، -en,"der Student, -en",der,noun,-en,,Schüler und Studenten zahlen die,84
b1_2868,B1,"die Studentin, -nen","the student, -nen","die Studentin, -nen","el estudiante, -nen",الطالب -نين,"die Studentin, -nen",die,noun,-nen,,Hälfte.,84
b1_2869,B1,"der Studierende, -n","the student, -n","öğrenci, -n","el estudiante, -n",الطالب، -ن,"der Studierende, -n",der,noun,-n,,Zehn Studierende besuchen das,84
b1_2870,B1,"die Studierende, -n","the students, -n","öğrenciler, -n","los estudiantes, -n",الطلاب، -ن,"die Studierende, -n",die,noun,-n,,Seminar.,84
b1_2871,B1,"das Studium, Studien","the study, studies","çalışma, çalışmalar","el estudio, estudios",الدراسة، الدراسات,"das Studium, Studien",das,noun,Studien,,Sie brauchen für diese Stelle ein abgeschlossenes Studium.,84
b1_2872,B1,"das Studio, -s","the studio, -s","stüdyo, -s","el estudio, -s",الاستوديو، -s,"das Studio, -s",das,noun,-s,,Zu Gast im Studio sind heute ...,84
b1_2873,B1,"die Stufe, -n","the level, -n","seviye, -n","el nivel, -n",المستوى، -ن,"die Stufe, -n 1.",die,noun,-n 1.,,"Vorsicht, Stufe! || Die Volkshochschule bietet Sprach- kurse auf verschiedenen Stufen an.",84
b1_2874,B1,"der Stuhl, ¨-e","the chair, ¨-e","sandalye, ¨-e","la silla, ¨-e",الكرسي، ¨-ه,"der Stuhl, ¨-e",der,noun,¨-e,,Da hinten ist noch ein Stuhl frei.,84
b1_2875,B1,stumm,mute,sesini kapatmak,silenciar,صامت,stumm,,word,,,Stell bitte dein Handy leise oder auf stumm.,84
b1_2876,B1,"die Stunde, -n","the hour, -n","saat, -n","la hora, -n",الساعة، -ن,"die Stunde, -n 1.",die,noun,-n 1.,,Ich bin in einer Stunde wieder zurück. || Wir haben heute nur vier Stunden Schule. || Ich warte seit zwei Stunden auf dich.,85
b1_2877,B1,"der Sturm, ¨-e","the storm, ¨-e","fırtına, ¨-e","la tormenta, ¨-e",العاصفة، ¨-ه,"der Sturm, ¨-e",der,noun,¨-e,,Im Radio haben sie Regen und Sturm angesagt.,85
b1_2878,B1,"stürzen, stürzt, stürzte,","fall, falls, fell","düşmek, düşmek, düşmek","caer, caer, caer",سقوط، سقوط، سقوط,"stürzen, stürzt, stürzte, 1.",,word,,ist gestürzt,"Ich bin auf der Straße gestürzt und || habe mir den Fuß gebrochen. || Bitte pass auf der Treppe auf, dass du nicht hinunterstürzt!",85
b1_2879,B1,"suchen, sucht, suchte,","search, search, search","ara, ara, ara","buscar, buscar, buscar",بحث، بحث، بحث,"suchen, sucht, suchte, 1.",,word,,hat gesucht,Ich suche meine Brille. || Wir suchen eine größere Wohnung. || Wen suchen Sie?,85
b1_2880,B1,"die Sucht, ¨-e","the addiction, ¨-e","bağımlılık, ¨-e","la adicción, ¨-e",الإدمان، ¨-ه,"die Sucht, ¨-e 1.",die,noun,¨-e 1.,,Die Sucht nach Medikamenten nimmt zu. || Er kämpft gegen seine Alkoholsucht. || Das Internet kann zur Sucht werden.,85
b1_2881,B1,süchtig1.,addicted1.,bağımlı1.,adicto1.,مدمن1.,süchtig1.,,word,,,Ich bin süchtig nach Schokolade. || Fernsehen kann süchtig machen.,85
b1_2882,B1,"das Suchtmittel, -","the addictive substance, -","bağımlılık yapan madde, -","la sustancia adictiva, -",المادة المسببة للإدمان، -,"das Suchtmittel, -",das,noun,-,,Manche Medikamente sind auch Suchtmittel.,85
b1_2883,B1,"die Summe, -n","the sum, -n","toplam, -n","la suma, -n",المبلغ، -ن,"die Summe, -n",die,noun,-n,,Die Summe scheint mir zu hoch!,85
b1_2884,B1,super,super,süper,súper,ممتاز,super 1.,,word,,,Das war ein super Film! || Er kann super tanzen. || Weißt du was? || Ich komme mit. || – Super!,85
b1_2885,B1,"der Supermarkt, ¨-e","the supermarket, ¨-e","süpermarket, ¨-e","el supermercado, ¨-e",السوبر ماركت، ¨-ه,"der Supermarkt, ¨-e",der,noun,¨-e,,Donnerstags gehe ich immer in den Su- permarkt.,85
b1_2886,B1,"die Suppe, -n","the soup, -n","çorba, -n","la sopa, -n",الحساء، -ن,"die Suppe, -n",die,noun,-n,,Schmeckt dir die Suppe?,85
b1_2887,B1,süß,sweet,tatlı,dulce,حلو,süß 1.,,word,,,Ich esse gern süße Sachen. || Das ist aber ein süßes Baby!,85
b1_2888,B1,"das Symbol, -e","the symbol, -e","sembol, -e","el símbolo, -e",الرمز -e,"das Symbol, -e 1.",das,noun,-e 1.,,Das Herz ist ein Symbol für die Liebe. || Auf dem Bildschirm finden Sie viele Symbole.,85
b1_2889,B1,sympathisch,friendly,arkadaşça,amigable,ودي,sympathisch,,adjective,,,Ich finde unsere neue Kollegin sehr sympathisch.,85
b1_2890,B1,"das System, -e","the system, -e","sistem, -e","el sistema, -e",النظام، -ه,"das System, -e 1.",das,noun,-e 1.,,Welches Betriebssystem hast du? || Ich kenne Ihr System nicht. || Können Sie es mir erklären?,85
b1_2891,B1,"die Szene, -n","the scene, -n","sahne, -n","la escena, -n",المشهد، -ن,"die Szene, -n 1.",die,noun,-n 1.,,In dieser Szene des Films stirbt der Held. || Ich kenne mich in der Szene nicht aus. || Ich bin zu alt. || Bitte mach keine Szene!,85
b1_2892,B1,"die Tabelle, -n","the table, -n","tablo, -n","la mesa, -n",الجدول، -ن,"die Tabelle, -n",die,noun,-n,,Tragen Sie die richtige Information in die Tabelle ein.,85
b1_2893,B1,"die Tablette, -n","the tablet, -n","tablet, -n","la tableta, -n",الجهاز اللوحي، -ن,"die Tablette, -n",die,noun,-n,,Nehmen Sie dreimal täglich eine Tablette.,85
b1_2894,B1,"1. die Tafel, -n","1. the board, -n","1. tahta, -n","1. el tablero, -n",1. المجلس، -ن,"1. die Tafel, -n",,other,,,Der Lehrer schreibt das neue Wort an die Tafel. || Sie finden am Eingang eine Tafel mit Informationen. || Ich hätte gern zwei Tafeln Schokolade.,85
b1_2895,B1,"der Tagesablauf, ¨-e","the daily routine, ¨-e","günlük rutin, ¨-e","la rutina diaria, ¨-e",الروتين اليومي، ¨-ه,"der Tagesablauf, ¨-e",der,noun,¨-e,,Wie ist Ihr Tagesablauf?,85
b1_2896,B1,"das Tal, ¨-er","the valley, ¨-er","vadi, ¨-er","el valle, ¨-er",الوادي، ¨-إيه,"das Tal, ¨-er",das,noun,¨-er,,Unser Dorf liegt in einem Tal.,85
b1_2897,B1,"das Talent, -e","the talent, -e","yetenek, -e","el talento, -e",الموهبة، -ه,"das Talent, -e",das,noun,-e,,Sie hat großes Talent für Musik.,85
b1_2898,B1,"1. tanken, tankt, tankte,","1. refuel, refuel, refuel","1. yakıt ikmali yapmak, yakıt ikmali yapmak, yakıt ikmali yapmak","1. repostar, repostar, repostar",1. تزود بالوقود، تزود بالوقود، تزود بالوقود,"1. tanken, tankt, tankte,",,other,,hat getankt,Wir müssen unbedingt tanken. || Wir || haben fast kein Benzin mehr. || Bitte einmal volltanken!,85
b1_2899,B1,"die Tankstelle, -n","the gas station, -n","benzin istasyonu, -n","la gasolinera, -n",محطة الوقود، -ن,"die Tankstelle, -n",die,noun,-n,,Wo ist die nächste Tankstelle?,85
b1_2900,B1,"die Tante, -n","the aunt, -n","teyze, -n","la tía, -n",العمة، -ن,"die Tante, -n",die,noun,-n,,"Die Familie meiner Mutter ist sehr groß, daher habe ich viele Tanten.",85
b1_2901,B1,"tanzen, tanzt, tanzte,","dance, dance, danced","dans, dans, dans ettim","bailar, bailar, bailar",الرقص، الرقص، رقصت,"tanzen, tanzt, tanzte,",,word,,hat getanzt,Auf der Hochzeit haben wir viel || getanzt.,85
b1_2902,B1,"der Tanz, ¨-e","the dance, ¨-e","dans, ¨-e","el baile, ¨-e",الرقص، ¨-ه,"der Tanz, ¨-e",der,noun,¨-e,,Diese modernen Tänze kann ich nicht.,85
b1_2903,B1,"die Tasche, -n","the bag, -n","çanta, -n","la bolsa, -n",الحقيبة، -ن,"die Tasche, -n 1.",die,noun,-n 1.,,"Ich habe nicht viel Gepäck, nur eine Tasche. || Meine Jacke hat keine Taschen.",85
b1_2904,B1,"das Taschengeld, -er","the pocket money, -er","harçlık, -er","el dinero de bolsillo, -er",مصروف الجيب، -إيه,"das Taschengeld, -er",das,noun,-er,,Wie viel Taschengeld bekommst du im Monat?,85
b1_2905,B1,"das Taschentuch, ¨-er","the handkerchief, ¨-er","mendil, ¨-er","el pañuelo, ¨-er",المنديل، ¨-إيه,"das Taschentuch, ¨-er",das,noun,¨-er,,Hast du ein Taschentuch für mich?,85
b1_2906,B1,"1. die Tasse, -n","1. the cup, -n","1. fincan, -n","1. la copa, -n",1. الكأس، -ن,"1. die Tasse, -n",,other,,,Die Tassen sind von meiner Großmutter. || Möchten Sie eine Tasse Kaffee?,85
b1_2907,B1,"die Tastatur, -en","the keyboard, -en","die Tastatur, -en","el teclado, -es",لوحة المفاتيح، -en,"die Tastatur, -en",die,noun,-en,,Die Tastatur an meinem Computer ist ganz neu.,85
b1_2908,B1,"die Taste, -n","the key, -n","die Taste, -n","la clave, -n",المفتاح، -ن,"die Taste, -n 1.",die,noun,-n 1.,,An der Fernbedienung ist eine Taste kaputt. || Du musst jetzt die Stopp-Taste drücken.,85
b1_2909,B1,"die Tat, -en","the act, -en","eylem, -tr","el acto, -es",الفعل، -en,"die Tat, -en",die,noun,-en,,Dieser Mensch hat mit vielen guten Taten geholfen.,85
b1_2910,B1,"der Täter, -","the perpetrator, -","fail, -","el perpetrador, -",مرتكب الجريمة، -,"der Täter, -",der,noun,-,,Die Polizei hat den Täter endlich,85
b1_2911,B1,"die Täterin, -nen","the perpetrator, -nen","fail, -nen","el perpetrador, -nen",الجاني، -نين,"die Täterin, -nen",die,noun,-nen,,gefasst.,85
b1_2912,B1,"die Tätigkeit, -en","the activity, -s","aktivite, -s","la actividad, -s",النشاط، -s,"die Tätigkeit, -en",die,noun,-en,,Welche Tätigkeit würde Ihnen Spaß machen?,85
b1_2913,B1,"die Tatsache, -n","the fact, -n","gerçek, -n","el hecho, -n",الحقيقة، -ن,"die Tatsache, -n",die,noun,-n,,Das widerspricht den Tatsachen.,86
b1_2914,B1,tatsächlich,actually,tatsächlich,de hecho,في الحقيقة,tatsächlich,,adjective,,,"Die Hose ist tatsächlich zu klein, obwohl sie so groß aussieht.",86
b1_2915,B1,taub,deaf,sağır,sordo,أصم,taub 1.,,word,,,"Sie hört schlecht, sie ist schon fast taub. || Bist du taub? || Ich spreche mit dir!",86
b1_2916,B1,"tauchen, taucht, tauchte,","dive, dive, dive","dalış, dalış, dalış","bucear, bucear, bucear",يغوص، يغوص، يغوص,"tauchen, taucht, tauchte,",,word,,,Ich möchte im Urlaub wieder tauchen,86
b1_2917,B1,ist/hat getaucht,is/has dived,daldı / daldı,está/ha buceado,هو / قد غاص,ist/hat getaucht,,word,,,gehen.,86
b1_2918,B1,"tauschen, tauscht,","exchange, exchange","takas, takas","intercambiar, intercambiar",تبادل، تبادل,"tauschen, tauscht, 1.",,word,,,Ich würde meinen Kuchen gegen dein,86
b1_2919,B1,"tauschte, hat getauscht","swapped, swapped","takas edildi, takas edildi","intercambiado, intercambiado",مبادلة، مبادلة,"tauschte, hat getauscht",,word,,,Brot tauschen. || Wollen wir die Plätze tauschen?,86
b1_2920,B1,"die Technik, -en","the technology, -en","teknoloji, -tr","la tecnología, -es",التكنولوجيا، -ar,"die Technik, -en 1.",die,noun,-en 1.,,"Ich verstehe nicht viel von Technik. || Um die Aufgaben zu lösen, brauchst du eine gute Arbeitstechnik.",86
b1_2921,B1,technisch1.,technical1.,teknik1.,técnico1.,التقنية1.,technisch1.,,word,,,Es gab ein technisches Problem. || Sind Sie technisch interessiert?,86
b1_2922,B1,"die Technologie, -n","the technology, -n","teknoloji, -n","la tecnología, -n",التكنولوجيا، -ن,"die Technologie, -n",die,noun,-n,,Große Fortschritte gab es in der Technologie.,86
b1_2923,B1,der Tee,the tea,çay,el te,الشاي,der Tee 1.,der,noun,,,Bitte einen Tee mit Zitrone. || Was kostet dieser Tee hier?,86
b1_2924,B1,Tee ziehen lassen,Let the tea steep,Çayın demlenmesine izin verin,Deja reposar el té,دع الشاي ينقع,Tee ziehen lassen,,noun,,,Diesen Tee sollte man 10 Minuten ziehen lassen.,86
b1_2925,B1,"teilen, teilt, teilte,","share, share, share","paylaş, paylaş, paylaş","compartir, compartir, compartir",مشاركة، مشاركة، مشاركة,"teilen, teilt, teilte, 1.",,word,,hat geteilt,Mein Mann und ich teilen uns die || Arbeit. || Wollen wir uns eine Pizza teilen? || Was machst du mit dem Gewinn? || – Ich teile ihn mit meiner Familie.,86
